description,link,store,price
"placa de video gigabyte geforce rtx 3080 ti gaming oc 12gb gddr6x 384-bit, gv-n308tgaming oc-12gd",https://www.pichau.com.br/placa-de-video-gigabyte-geforce-rtx-3080-ti-gaming-oc-12gb-gddr6x-384-bit-gv-n308tgaming-oc-12gd,Pichau,"8.799,90"
"placa de video gigabyte geforce rtx 3080 ti vision oc 12gb gddr6x 384-bit, gv-n308tvision oc-12gd",https://www.pichau.com.br/placa-de-video-gigabyte-geforce-rtx-3080-ti-vision-oc-12gb-gddr6x-384-bit-gv-n308tvision-oc-12gd,Pichau,"8.749,90"
"placa de video asus geforce rtx 3060 ti tuf gaming oc lhr 8gb gddr6  256-bit, tuf-rtx3060ti-o8g-v2-gaming",https://www.pichau.com.br/placa-de-video-asus-geforce-rtx-3060-ti-tuf-gaming-oc-lhr-8gb-gddr6-256-bit-tuf-rtx3060ti-o8g-v2-gaming,Pichau,"4.999,99"
"placa de video asus geforce rtx 3070 tuf gaming oc lhr 8gb gddr6 256-bit, tuf-rtx3070-o8g-v2-gaming",https://www.pichau.com.br/placa-de-video-asus-geforce-rtx-3070-tuf-gaming-oc-lhr-8gb-gddr6-256-bit-tuf-rtx3070-o8g-v2-gaming,Pichau,"4.399,90"
"placa de video asus geforce rtx 3070 ti oc 8gb gddr6x tuf gaming 256-bit, tuf-rtx3070ti-o8g-gaming",https://www.pichau.com.br/placa-de-video-asus-geforce-rtx-3070-ti-oc-8gb-gddr6x-tuf-gaming-256-bit-tuf-rtx3070ti-o8g-gaming,Pichau,"5.299,90"
"placa de video asus geforce rtx 3070 ti 8gb gddr6x tuf gaming 256-bit, tuf-rtx3070ti-8g-gaming",https://www.pichau.com.br/placa-de-video-asus-geforce-rtx-3070-ti-8gb-gddr6x-tuf-gaming-256-bit-tuf-rtx3070ti-8g-gaming,Pichau,"5.299,98"
"placa de video asus geforce rtx 3060 oc lhr 12gb gddr6 dual 192-bit, dual-rtx3060-o12g-v2",https://www.pichau.com.br/placa-de-video-asus-geforce-rtx-3060-oc-lhr-12gb-gddr6-dual-192-bit-dual-rtx3060-o12g-v2,Pichau,"2.899,00"
"placa de video sapphire pulse radeon rx 6800 xt 16gb gddr6 oc 256-bit, 11304-03-20g",https://www.pichau.com.br/placa-de-video-sapphire-pulse-radeon-rx-6800-xt-16gb-gddr6-oc-256-bit-11304-03-20g,Pichau,"5.999,99"
"placa de video asus geforce rtx 3080 ti oc 12gb gddr6x tuf gaming 384-bit, tuf-rtx3080ti-o12g-gaming",https://www.pichau.com.br/placa-de-video-asus-geforce-rtx-3080-ti-oc-12gb-gddr6x-tuf-gaming-384-bit-tuf-rtx3080ti-o12g-gaming,Pichau,"9.199,90"
"placa de video asrock radeon rx 6700 xt challenger d 12gb gddr6 oc 192-bit, 90-ga31zz-00uanf",https://www.pichau.com.br/placa-de-video-asrock-radeon-rx-6700-xt-challenger-d-12gb-gddr6-oc-192-bit-90-ga31zz-00uanf,Pichau,"3.499,00"
"placa de video galax geforce rtx 3080 ti sg 12gb gddr6x 1-click oc 384-bit, 38iom5md99dd",https://www.pichau.com.br/placa-de-video-galax-geforce-rtx-3080-ti-sg-12gb-gddr6x-1-click-oc-384-bit-38iom5md99dd,Pichau,"9.999,90"
"placa de video sapphire radeon rx 6900 xt 16gb gddr6 nitro 256-bit, 11308-01-20g",https://www.pichau.com.br/placa-de-video-sapphire-radeon-rx-6900-xt-16gb-gddr6-nitro-256-bit-11308-01-20g,Pichau,"7.209,99"
"placa de video sapphire radeon rx 6700 xt 12gb gddr6 nitro 192-bit, 11306-01-20g",https://www.pichau.com.br/placa-de-video-sapphire-radeon-rx-6700-xt-12gb-gddr6-nitro-192-bit-11306-01-20g,Pichau,"5.499,89"
"placa de video galax geforce rtx 3060 1-click oc, lhr, 12gb, gddr6, 192-bit, 36nol7md1voc",https://www.pichau.com.br/placa-de-video-galax-geforce-rtx-3060-1-click-oc-lhr-12gb-gddr6-192-bit-36nol7md1voc,Pichau,"2.999,89"
"placa de video asus radeon rx 6700 xt 12gb dual 192bit, dual-rx6700xt-12g",https://www.pichau.com.br/placa-de-video-asus-radeon-rx-6700-xt-12gb-dual-192bit-dual-rx6700xt-12g,Pichau,"4.999,90"
"placa de video gigabyte radeon rx 6900 xt gaming oc 16gb gddr6 2‎56-bit, gv-r69xtgaming oc-16gd",https://www.pichau.com.br/placa-de-video-gigabyte-radeon-rx-6900-xt-gaming-oc-16gb-gddr6-2-56-bit-gv-r69xtgaming-oc-16gd,Pichau,"5.999,00"
"placa de video asrock radeon rx 6800 xt taichi 16gb oc edition gddr6 2‎56-bit, 90-ga27zz-00uanf",https://www.pichau.com.br/placa-de-video-asrock-radeon-rx-6800-xt-taichi-16gb-oc-edition-gddr6-2-56-bit-90-ga27zz-00uanf,Pichau,"5.599,00"
"placa de video asus radeon rx 6900 xt 16gb gddr6 tuf gaming 2‎56-bit, tuf-rx6900xt-o16g-gaming",https://www.pichau.com.br/placa-de-video-asus-radeon-rx-6900-xt-16gb-gddr6-tuf-gaming-2-56-bit-tuf-rx6900xt-o16g-gaming,Pichau,"9.889,00"
"placa de video galax geforce rtx 3070 8gb gddr6 1-click oc 256-bit, 37nsl6md2koc",https://www.pichau.com.br/placa-de-video-galax-geforce-rtx-3070-8gb-gddr6-1-click-oc-256-bit-37nsl6md2koc,Pichau,"6.099,99"
"placa de video asrock radeon rx 6900 xt 16gb phantom gaming oc edition gddr6 2‎56-bit, 90-ga2dzz-00uanf",https://www.pichau.com.br/placa-de-video-asrock-radeon-rx-6900-xt-16gb-phantom-gaming-oc-edition-gddr6-2-56-bit-90-ga2dzz-00uanf,Pichau,"11.089,99"
"placa de video asus radeon rx 6800 oc 16gb tuf gaming gddr6 2‎56-bit, tuf-rx6800-o16g-gaming ",https://www.pichau.com.br/placa-de-video-asus-radeon-rx-6800-oc-16gb-tuf-gaming-gddr6-2-56-bit-tuf-rx6800-o16g-gaming,Pichau,"5.499,90"
"placa de video sapphire radeon rx 6800 16gb gddr6 nitro+ oc 256-bit, 11305-01-20g",https://www.pichau.com.br/placa-de-video-sapphire-radeon-rx-6800-16gb-gddr6-nitro-oc-256-bit-11305-01-20g,Pichau,"7.929,99"
"placa de video sapphire pulse radeon rx 6800 16gb gddr6 oc 256-bit, 11305-02-20g",https://www.pichau.com.br/placa-de-video-sapphire-pulse-radeon-rx-6800-16gb-gddr6-oc-256-bit-11305-02-20g,Pichau,"5.599,00"
"placa de video asrock radeon rx 6800 xt 16gb phantom gaming oc edition gddr6 2‎56-bit, 90-ga28zz-00uanf",https://www.pichau.com.br/placa-de-video-asrock-radeon-rx-6800-xt-16gb-phantom-gaming-oc-edition-gddr6-2-56-bit-90-ga28zz-00uanf,Pichau,"6.000,09"
"placa de video asus radeon rx 6800 xt oc 16gb tuf gaming gddr6 2‎56-bit, tuf-rx6800xt-o16g-gaming ",https://www.pichau.com.br/placa-de-video-asus-radeon-rx-6800-xt-oc-16gb-tuf-gaming-gddr6-2-56-bit-tuf-rx6800xt-o16g-gaming,Pichau,"5.997,90"
"placa de video gigabyte geforce rtx 3090 gaming oc 24gb gddr6x 384-bit, gv-n3090gaming oc-24gd",https://www.pichau.com.br/placa-de-video-gigabyte-geforce-rtx-3090-gaming-oc-24gb-gddr6x-384-bit-gv-n3090gaming-oc-24gd,Pichau,"12.999,99"
"placa de video asus geforce rtx 3090 oc 24gb gddr6x rog strix 384-bit, rog-strix-rtx3090-o24g-gaming",https://www.pichau.com.br/placa-de-video-asus-geforce-rtx-3090-oc-24gb-gddr6x-rog-strix-384-bit-rog-strix-rtx3090-o24g-gaming,Pichau,"17.999,90"
"placa de video asus geforce gtx 1650 super oc 4gb gddr6 tuf gaming 128-bit, tuf-gtx1650s-o4g-gaming",https://www.pichau.com.br/placa-de-video-asus-geforce-gtx-1650-super-oc-4gb-gddr6-tuf-gaming-128-bit-tuf-gtx1650s-o4g-gaming,Pichau,"1.849,99"
"placa de video pny quadro p620 v2 2gb gddr5 128-bit, vcqp620v2-pb",https://www.pichau.com.br/placa-de-video-pny-quadro-p620-v2-2gb-gddr5-128-bit-vcqp620v2-pb,Pichau,"1.249,99"
"placa de video galax geforce gtx 1660 super 6gb 1-click oc 192-bit, 60srl7dsy91s",https://www.pichau.com.br/placa-de-video-galax-geforce-gtx-1660-super-6gb-1-click-oc-192-bit-60srl7dsy91s,Pichau,"1.899,99"
"placa de video gigabyte geforce gtx 1660 super 6gb windforce oc 192-bit, gv-n166soc-6gd",https://www.pichau.com.br/placa-de-video-gigabyte-geforce-gtx-1660-super-6gb-windforce-oc-192-bit-gv-n166soc-6gd,Pichau,"2.299,00"
"placa de video gigabyte geforce gtx 1660 6gb gddr5 oc 192-bit, gv-n1660oc-6gd",https://www.pichau.com.br/placa-de-video-gigabyte-geforce-gtz-1660-6gb-gddr5-oc-192-bit-gv-n1660oc-6gd,Pichau,"1.799,00"
"placa de video asus geforce rtx 3070 oc lhr 8gb gddr6 dual 256-bit, dual-rtx3070-o8g-v2",https://www.pichau.com.br/placa-de-video-asus-geforce-rtx-3070-oc-lhr-8gb-gddr6-dual-256-bit-dual-rtx3070-o8g-v2,Pichau,"4.659,99"
"placa de video gigabyte geforce rtx 3060 aorus elite lhr 12gb gddr6 192-bit, gv-n3060aorus e-12gd rev 2.0",https://www.pichau.com.br/placa-de-video-gigabyte-geforce-rtx-3060-aorus-elite-lhr-12gb-gddr6-192-bit-gv-n3060aorus-e-12gd-rev-2-0,Pichau,"3.499,00"
"placa de video gigabyte geforce gtx 1050 ti 4gb gddr5 128-bit, gv-n105td5-4gd",https://www.pichau.com.br/placa-de-video-gigabyte-geforce-gtx-1050-ti-4gb-gddr5-128-bit-gv-n105td5-4gd,Pichau,"1.339,90"
